employee_id,institution_id,institution_size,project_id,team_id,manager_id,job_role_id,duration_weeks,relative_effort,team_size,project_complexity,performance_score,predicted_performance_score,performance_class,predicted_performance_class,avg_overall_behavior_rating,overall_behavior_pattern,communication_pattern,collaboration_pattern,leadership_pattern,learning_pattern,productivity_pattern,manager_rating,peer_rating,subordinate_rating,overall_rating_avg,rating_variance,bias_flag,bias_type,fairness_score,text_bias_score,group_bias_score,manager_peer_gap,manager_subordinate_gap,peer_subordinate_gap,performance_rating_gap,behavior_performance_gap,conflict_score,conflict_flag,conflict_type,manager_dominance_score,peer_convergence_score,subordinate_suppression_score,social_protection_score,power_distance_risk_score,power_distance_risk,opinion_dynamics_pattern,culture_pattern,arbitration_decision,final_recommended_score,final_recommended_class,decision_explanation
E142,I01,large,P025,T25,E139,QA,12,260,5,4.3,65.47,71.46,Medium,Medium,2.6,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3,2.2,2.6,2.6,0.16,1,Possible Textual Subjectivity Bias,63.9,0.7,0.06,-0.8,-0.4,-0.4,13.47,13.47,31.94,1,Manager-Peer Conflict; Bias-Linked Conflict,41.68,52,20.35,0,31.59,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,59.77,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.59. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E143,I01,large,P025,T25,E139,DevOps,12,260,5,4.3,72.02,71.73,Medium,Medium,3.333333333,Balanced Contributor,Moderate Communication Pattern,Strong Team Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3.2,3.4,3.33,0.01,0,No Major Bias Detected,88.5,0.28,0.05,-0.2,0,-0.2,5.42,5.35,4.9,0,No Major Conflict,42.01,49,12.45,0,28.51,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,73.16,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.51. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E144,I08,small,P026,T26,,PM,9,140,5,3.1,62.2,63.36,Medium,Medium,3.6,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.6,3.6,3.6,0,0,No Major Bias Detected,95.05,0.14,0.03,0,0,0,-9.8,-9.8,4.9,0,No Major Conflict,40,50,12.23,5.39,28.32,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.69,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.32. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E145,I08,small,P026,T26,E144,SE,9,140,5,3.1,64.25,62.21,Medium,Medium,2.4,Teamwork Development Required,Clear and Responsive Communicator,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,2.2,2.2,2.4,0.12,1,Possible Textual Subjectivity Bias,72.15,0.45,0.07,-0.6,-0.6,0,16.25,16.25,32.52,1,Bias-Linked Conflict,43.75,56,19.18,0,32.61,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,59.33,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 32.61. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E146,I08,small,P026,T26,E144,SE,9,140,5,3.1,65.67,65.77,Medium,Medium,3.2,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3,3,3.2,0.12,1,Possible Textual Subjectivity Bias,72.15,0.45,0.07,-0.6,-0.6,0,1.67,1.67,25.24,1,Bias-Linked Conflict,36.9,56,12.32,0,27.47,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.3,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.47. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E147,I08,small,P026,T26,E144,QA,9,140,5,3.1,55.73,57.72,Medium,Medium,3.8,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Low Learning Engagement,Stable Productivity Pattern,3.2,4,4.2,3.8,0.28,1,Possible Manager Underrating Bias; Possible Textual Subjectivity Bias,65.95,0.38,0.05,0.8,1,-0.2,-20.27,-20.27,43.74,1,Performance-Appraisal Conflict; Manager-Peer Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,33.6,57,32.92,20.55,35.57,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Adjust Manager Weight,68.88,Medium,Conflict type: Performance-Appraisal Conflict; Manager-Peer Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.57. Bias status: Possible Manager Underrating Bias; Possible Textual Subjectivity Bias. Final recommendation: Adjust Manager Weight.
E148,I08,small,P026,T26,E144,DevOps,9,140,5,3.1,68.87,68.48,Medium,Medium,2.866666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.8,3,2.8,2.87,0.01,1,Possible Textual Subjectivity Bias,80.5,0.53,0.07,0.2,0,0.2,11.47,11.54,17.95,0,Bias-Linked Conflict,44.92,49,12.25,1.8,29.79,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,66.59,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.79. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E149,I01,large,P027,T27,,PM,15,290,7,2.7,62.82,67.74,Medium,Medium,2.6,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.4,3,2.4,2.6,0.12,1,Possible Textual Subjectivity Bias,78.9,0.41,0.04,0.6,0,0.6,10.82,10.82,23.81,0,Bias-Linked Conflict,40.49,47,15.1,5.4,29.07,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,61.71,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.07. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E150,I01,large,P027,T27,E149,SE,15,290,7,2.7,73.7,72.82,Medium,Medium,3.4,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,3.4,3.6,3.4,0.04,0,No Major Bias Detected,86.85,0.22,0.03,0.2,0.4,-0.2,5.7,5.7,9.65,0,No Major Conflict,43.02,51,15.96,1.8,30.62,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,74.05,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 30.62. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E151,I01,large,P027,T27,E149,SE,15,290,7,2.7,65.48,66.93,Medium,Medium,3.666666667,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.6,3.8,3.6,3.67,0.01,0,No Major Bias Detected,93.85,0.11,0.04,0.2,0,0.2,-7.92,-7.85,6.15,0,No Major Conflict,38.4,49,12.65,7.59,27.9,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,74.31,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.9. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E152,I01,large,P027,T27,E149,SE,15,290,7,2.7,73.03,72.83,Medium,Medium,3.666666667,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.6,3.8,3.6,3.67,0.01,1,Possible Textual Subjectivity Bias,86.3,0.37,0.03,0.2,0,0.2,-0.37,-0.3,12.37,0,Bias-Linked Conflict,38.71,49,15.3,3.43,28.53,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,75.82,High,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.53. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E153,I01,large,P027,T27,E149,QA,15,290,7,2.7,65.63,67.59,Medium,Medium,2.4,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2,2.8,2.4,2.4,0.16,1,Possible Textual Subjectivity Bias,69.25,0.53,0.05,0.8,0.4,0.4,17.63,17.63,34.02,1,Manager-Peer Conflict; Bias-Linked Conflict,44.18,52,20.19,7.2,33.26,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,59.3,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.26. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E154,I01,large,P027,T27,E149,QA,15,290,7,2.7,71.67,72.06,Medium,Medium,3.333333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,3,3.8,3.33,0.17,1,Possible Textual Subjectivity Bias,71.8,0.56,0.03,-0.2,0.6,-0.8,5.07,5,23.92,0,Bias-Linked Conflict,44.2,44,25.3,0,33.14,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,69.68,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 33.14. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E155,I01,large,P027,T27,E149,DevOps,15,290,7,2.7,62.02,62.44,Medium,Medium,3.333333333,Balanced Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,3.6,3.33,0.05,0,No Major Bias Detected,86.7,0.27,0.03,0,0.4,-0.4,-4.58,-4.65,7.3,0,No Major Conflict,40,48,16.58,1.09,29.11,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,68.8,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.11. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E156,I10,large,P028,T28,,PM,20,460,8,2.8,69.02,68.32,Medium,Medium,3.733333333,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.2,4.4,3.6,3.73,0.37,1,High Multi-Source Rating Disagreement,72.1,0.17,0.03,1.2,0.4,0.8,-5.58,-5.65,36.2,1,Manager-Peer Conflict; Bias-Linked Conflict,31.91,50,20.27,21.24,29.48,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,71.88,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.48. Bias status: High Multi-Source Rating Disagreement. Final recommendation: Accept with Monitoring.
E157,I10,large,P028,T28,E156,SE,20,460,8,2.8,71.13,71.59,Medium,Medium,3.266666667,Learning-Oriented Contributor,Clear and Responsive Communicator,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.4,3.2,3.2,3.27,0.01,0,No Major Bias Detected,87.45,0.27,0.04,-0.2,-0.2,0,5.73,5.8,7.08,0,No Major Conflict,41.48,52,9.89,0,27.85,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,72.09,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.85. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E158,I10,large,P028,T28,E156,SE,20,460,8,2.8,69.67,68.67,Medium,Medium,3.6,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.4,3.8,3.6,3.6,0.04,0,No Major Bias Detected,85,0.29,0.02,0.4,0.2,0.2,-2.33,-2.33,7.96,0,No Major Conflict,37.3,51,15.75,7.08,28.79,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,73.67,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 28.79. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E159,I10,large,P028,T28,E156,SE,20,460,8,2.8,68.37,68.23,Medium,Medium,4.066666667,Balanced Contributor,Clear and Responsive Communicator,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,4.4,4,3.8,4.07,0.09,0,No Major Bias Detected,87.15,0.07,0.02,-0.4,-0.6,0.2,-13.03,-12.96,18.3,0,No Major Conflict,36.8,53,18.5,6.4,29.78,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,77.32,High,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.78. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E160,I10,large,P028,T28,E156,SE,20,460,8,2.8,66.73,66.65,Medium,Medium,2.8,Teamwork Development Required,Clear and Responsive Communicator,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.6,3.2,2.6,2.8,0.12,1,Possible Textual Subjectivity Bias,78.5,0.44,0.02,0.6,0,0.6,10.73,10.73,23.76,0,Bias-Linked Conflict,40.44,47,13.52,5.4,28.5,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept Evaluation,64.79,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.5. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E161,I10,large,P028,T28,E156,QA,20,460,8,2.8,68.22,68.48,Medium,Medium,3,Teamwork Development Required,Moderate Communication Pattern,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.6,3.4,3,3,0.16,1,Possible Textual Subjectivity Bias,68.25,0.58,0.03,0.8,0.4,0.4,8.22,8.22,29.31,1,Manager-Peer Conflict; Bias-Linked Conflict,38.53,52,15.4,7.2,29.32,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,64.94,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 29.32. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E162,I10,large,P028,T28,E156,QA,20,460,8,2.8,71.13,69.53,Medium,Medium,3,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2.6,2.8,3.6,3,0.28,1,Possible Textual Subjectivity Bias,69.5,0.43,0.04,0.2,1,-0.8,11.13,11.13,33.16,1,Manager-Subordinate Conflict; Bias-Linked Conflict,48.68,48,25.46,1.8,35.76,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,66.35,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.76. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E163,I10,large,P028,T28,E156,DevOps,20,460,8,2.8,71.53,70.56,Medium,Medium,3.066666667,Teamwork Development Required,Clear and Responsive Communicator,Collaboration Support Needed,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.2,3,3,3.07,0.01,1,Possible Textual Subjectivity Bias,80.5,0.51,0.03,-0.2,-0.2,0,10.13,10.2,19.28,0,Bias-Linked Conflict,44.12,52,10.54,0,29.14,Low,Healthy Consensus Pattern,Biased Evaluation Culture,Accept Evaluation,69.26,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.14. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E164,I05,small,P029,T29,,PM,6,110,4,4.5,73.25,73.21,Medium,Medium,2.733333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Emerging Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,2.2,3.8,2.2,2.73,0.85,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,44.05,0.68,0.06,1.6,0,1.6,18.65,18.58,52.31,1,Manager-Peer Conflict; Bias-Linked Conflict,35.98,42,26.15,15.91,31.44,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Request HR Review,57.97,Medium,Conflict type: Manager-Peer Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 31.44. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Request HR Review.
E165,I05,small,P029,T29,E164,SE,6,110,4,4.5,68.95,69.07,Medium,Medium,2.4,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Low Leadership Visibility,Low Learning Engagement,Stable Productivity Pattern,2.4,2.4,2.4,2.4,0,1,Possible Textual Subjectivity Bias,79.1,0.63,0.08,0,0,0,20.95,20.95,20.48,0,Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,52.57,50,16.74,0,34.39,Low,Manager Dominance / High Power-Distance Pattern,Mixed Culture,Accept Evaluation,62.6,Medium,Conflict type: Performance-Appraisal Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Manager Dominance / High Power-Distance Pattern. Power-distance risk is Low with score 34.39. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E166,I05,small,P029,T29,E164,SE,6,110,4,4.5,68.57,71.36,Medium,Medium,3.533333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.8,3.6,3.2,3.53,0.09,0,No Major Bias Detected,82.2,0.23,0.09,-0.2,-0.6,0.4,-2.03,-2.1,10.83,0,No Major Conflict,38.4,50,9.73,1.89,26.45,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,72.12,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 26.45. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E167,I05,small,P029,T29,E164,QA,6,110,4,4.5,62.02,62.67,Medium,Medium,3.2,Communication Development Required,Communication Improvement Needed,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.2,2.6,3.8,3.2,0.36,1,High Multi-Source Rating Disagreement,72.8,0.22,0.08,-0.6,0.6,-1.2,-1.98,-1.98,30.19,1,Bias-Linked Conflict,38.21,38,26.09,0,30.12,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,64.97,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 30.12. Bias status: High Multi-Source Rating Disagreement. Final recommendation: Accept with Monitoring.
E168,I06,medium,P030,T30,,PM,16,310,7,2.7,65.62,66.07,Medium,Medium,3.4,Learning-Oriented Contributor,Clear and Responsive Communicator,Strong Team Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.6,3.2,3.4,3.4,0.04,1,Possible Textual Subjectivity Bias,80.25,0.44,0.03,-0.4,-0.2,-0.2,-2.38,-2.38,17.99,0,Bias-Linked Conflict,37.29,51,14.77,0,27.74,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,69.5,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.74. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E169,I06,medium,P030,T30,E168,SE,16,310,7,2.7,62.48,62.68,Medium,Medium,3.6,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Emerging Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.4,3.4,4,3.6,0.12,0,No Major Bias Detected,81.25,0.34,0.03,0,0.6,-0.6,-9.52,-9.52,13.16,0,No Major Conflict,40,47,24.06,3.04,31.78,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,70.04,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 31.78. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E170,I06,medium,P030,T30,E168,SE,16,310,7,2.7,60.42,61.57,Medium,Medium,3.733333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.8,3.6,3.8,3.73,0.01,0,No Major Bias Detected,89.25,0.28,0.02,-0.2,0,-0.2,-14.18,-14.25,9.3,0,No Major Conflict,38.4,49,17.76,6.37,29.56,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,71.87,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 29.56. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E171,I06,medium,P030,T30,E168,SE,16,310,7,2.7,66.77,67.13,Medium,Medium,3.133333333,Communication Development Required,Communication Improvement Needed,Collaboration Support Needed,Strong Leadership Pattern,Moderate Learning Pattern,Stable Productivity Pattern,3.2,3.2,3,3.13,0.01,1,Possible Textual Subjectivity Bias,82.45,0.49,0.04,0,-0.2,0.2,4.17,4.1,14.27,0,Bias-Linked Conflict,41.66,49,9.29,0,27.27,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,68.25,Medium,Conflict type: Bias-Linked Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.27. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E172,I06,medium,P030,T30,E168,QA,16,310,7,2.7,64.68,65.5,Medium,Medium,2.733333333,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Moderate Learning Pattern,Stable Productivity Pattern,3,3.2,2,2.73,0.41,1,High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias,68.55,0.37,0.02,0.2,-1,1.2,10.08,10.01,35.23,1,Manager-Subordinate Conflict; Bias-Linked Conflict,40.01,42,17.58,1.8,28.64,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept with Monitoring,61.44,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 28.64. Bias status: High Multi-Source Rating Disagreement; Possible Textual Subjectivity Bias. Final recommendation: Accept with Monitoring.
E173,I06,medium,P030,T30,E168,QA,16,310,7,2.7,63.43,66.18,Medium,Medium,3.133333333,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,3.4,3.4,2.6,3.13,0.21,1,Possible Textual Subjectivity Bias,75.25,0.42,0.02,0,-0.8,0.8,0.83,0.76,22.6,0,Manager-Subordinate Conflict; Bias-Linked Conflict,40,46,11.81,2.51,27.28,Low,Mixed or Weak Opinion Dynamics Signal,Mixed Culture,Accept Evaluation,65.48,Medium,Conflict type: Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 27.28. Bias status: Possible Textual Subjectivity Bias. Final recommendation: Accept Evaluation.
E174,I06,medium,P030,T30,E168,DevOps,16,310,7,2.7,60.35,61.47,Medium,Medium,3.466666667,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Strong Leadership Pattern,Active Learning Pattern,Stable Productivity Pattern,3.4,3.6,3.4,3.47,0.01,0,No Major Bias Detected,89.9,0.25,0.03,0.2,0,0.2,-9.05,-8.98,6.71,0,No Major Conflict,38.4,49,10.82,8.21,27.32,Low,Healthy Consensus Pattern,Mixed Culture,Accept Evaluation,69.86,Medium,Conflict type: No Major Conflict. Opinion dynamics pattern: Healthy Consensus Pattern. Power-distance risk is Low with score 27.32. Bias status: No Major Bias Detected. Final recommendation: Accept Evaluation.
E175,I07,large,P031,T31,,PM,7,120,4,4.2,72.43,72.23,Medium,Medium,2.6,Communication Development Required,Communication Improvement Needed,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,2,2.8,3,2.6,0.28,1,Possible Manager Underrating Bias; Possible Textual Subjectivity Bias,63.5,0.47,0.04,0.8,1,-0.2,20.43,20.43,43.82,1,Performance-Appraisal Conflict; Manager-Peer Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict,48.26,57,20.49,7.2,35.75,Moderate,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Adjust Manager Weight,65.47,Medium,Conflict type: Performance-Appraisal Conflict; Manager-Peer Conflict; Manager-Subordinate Conflict; Behavior-Performance Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Moderate with score 35.75. Bias status: Possible Manager Underrating Bias; Possible Textual Subjectivity Bias. Final recommendation: Adjust Manager Weight.
E176,I07,large,P031,T31,E175,SE,7,120,4,4.2,65.35,70.1,Medium,Medium,3.6,Learning-Oriented Contributor,Moderate Communication Pattern,Moderate Collaboration Pattern,Low Leadership Visibility,Active Learning Pattern,Stable Productivity Pattern,4.2,3.4,3.2,3.6,0.28,1,Possible Manager Overrating Bias,75.8,0.06,0.04,-0.8,-1,0.2,-6.65,-6.65,36.93,1,Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict,33.6,57,11.97,1.46,26.33,Low,Mixed or Weak Opinion Dynamics Signal,Biased Evaluation Culture,Accept with Monitoring,70.1,Medium,Conflict type: Manager-Peer Conflict; Manager-Subordinate Conflict; Bias-Linked Conflict. Opinion dynamics pattern: Mixed or Weak Opinion Dynamics Signal. Power-distance risk is Low with score 26.33. Bias status: Possible Manager Overrating Bias. Final recommendation: Accept with Monitoring.
